Label,Date,JUC1MTR,JUC2MTR,JCCCMTR,JUC0MTR,JUC1OAS,JUC2OAS,JCCCOAS,JUC0OAS,JUC1MV,JUC2MV,JCCCMV,JUC0MV,JUC1MV%,JUC2MV%,JCCCMV%
251,10/31/17,0.37%,0.65%,0.44%,0.38%,207,342,756,346,"619,403","499,535","165,352","1,293,189",48%,39%,13%
252,11/30/17,-0.07%,-0.43%,-0.15%,-0.28%,208,366,749,357,"613,563","506,949","160,039","1,290,302",48%,39%,12%
253,12/31/17,0.08%,0.38%,0.54%,0.29%,218,368,735,359,"618,427","508,884","164,402","1,301,369",48%,39%,13%
254,1/31/18,0.11%,0.82%,2.15%,0.64%,196,336,664,325,"625,092","512,496","161,640","1,307,346",48%,39%,12%
255,2/28/18,-1.16%,-0.73%,-0.87%,-0.94%,219,347,678,342,"610,813","503,858","162,511","1,284,678",48%,39%,13%
256,3/31/18,-0.61%,-0.49%,-0.93%,-0.63%,245,390,710,370,"583,211","526,707","136,908","1,252,871",47%,42%,11%
257,4/30/18,0.22%,0.81%,0.78%,0.66%,228,368,671,344,"577,772","537,286","136,430","1,256,822",46%,43%,11%
258,5/31/18,-0.36%,0.15%,0.32%,-0.02%,254,386,693,361,"583,279","526,270","131,597","1,246,316",47%,42%,11%
259,6/30/18,0.02%,0.47%,1.28%,0.35%,260,385,674,368,"577,274","517,926","138,093","1,241,633",46%,42%,11%
260,7/31/18,1.10%,0.97%,1.42%,1.12%,233,366,621,344,"575,297","512,275","142,918","1,239,588",46%,41%,12%
261,8/31/18,0.90%,0.63%,0.28%,0.72%,231,372,627,347,"571,804","518,325","142,865","1,242,959",46%,42%,11%
262,9/30/18,0.30%,0.70%,0.98%,0.58%,214,349,604,325,"573,387","510,553","143,207","1,236,880",46%,41%,12%
263,10/31/18,-1.39%,-1.60%,-2.48%,-1.64%,254,409,713,378,"573,958","493,945","132,337","1,209,342",47%,41%,11%
264,11/30/18,-0.29%,-0.91%,-3.29%,-0.89%,282,462,835,427,"559,879","482,927","126,333","1,177,514",48%,41%,11%
265,12/31/18,-1.40%,-2.48%,-3.92%,-2.19%,363,578,1021,530,"553,441","465,207","121,772","1,147,332",48%,41%,11%
266,1/31/19,4.29%,4.59%,5.41%,4.59%,276,476,865,433,"562,669","478,451","124,237","1,173,555",48%,41%,11%
267,2/28/19,1.63%,1.70%,1.58%,1.69%,239,429,797,388,"578,137","480,621","125,049","1,192,528",48%,40%,10%
268,3/31/19,1.30%,0.92%,0.17%,0.98%,245,437,824,402,"569,311","483,858","128,482","1,190,393",48%,41%,11%
269,4/30/19,1.09%,1.55%,2.24%,1.40%,228,409,721,371,"566,821","488,289","127,806","1,192,923",48%,41%,11%
270,5/31/19,-0.73%,-1.58%,-2.76%,-1.28%,295,506,856,456,"572,508","477,047","118,383","1,180,498",48%,40%,10%
271,6/30/19,2.81%,2.36%,1.44%,2.46%,244,437,846,405,"590,681","476,137","123,876","1,203,220",49%,40%,10%
272,7/31/19,0.60%,0.48%,0.15%,0.51%,235,428,853,392,"586,715","479,812","125,332","1,198,793",49%,40%,10%
273,8/31/19,1.16%,0.16%,-1.76%,0.41%,240,454,959,410,"595,639","477,275","122,046","1,201,138",50%,40%,10%
274,9/30/19,0.28%,0.47%,0.09%,0.31%,233,419,987,399,"593,344","467,841","132,167","1,200,530",49%,39%,11%
275,10/31/19,0.54%,0.03%,-0.57%,0.24%,239,441,1020,412,"586,614","467,429","129,611","1,189,595",49%,39%,11%
276,11/30/19,0.55%,0.70%,-1.19%,0.27%,221,417,1040,399,"597,300","470,243","129,939","1,203,758",50%,39%,11%
277,12/31/19,1.27%,2.15%,5.09%,2.08%,202,359,913,358,"603,777","483,745","136,390","1,232,468",49%,39%,11%
278,1/31/20,0.36%,-0.21%,-0.06%,0.01%,241,408,939,401,"606,827","476,894","137,145","1,228,289",49%,39%,11%
279,2/29/20,-1.44%,-1.80%,-3.01%,-1.54%,337,545,1056,505,"636,802","466,762","131,482","1,244,412",51%,38%,11%
280,3/31/20,-9.48%,-12.97%,-19.12%,-11.72%,651,981,1584,873,"565,578","399,643","95,214","1,075,930",53%,37%,9%
281,4/30/20,4.80%,3.34%,1.05%,3.80%,534,808,1571,760,"674,681","400,301","118,089","1,207,342",56%,33%,10%
282,5/31/20,3.77%,5.58%,7.04%,4.54%,464,668,1366,651,"709,556","424,427","135,767","1,280,981",55%,33%,11%
283,6/30/20,0.83%,0.21%,2.87%,0.93%,466,670,1259,642,"753,754","430,235","143,346","1,338,601",56%,32%,11%
284,7/31/20,4.86%,4.54%,4.26%,4.75%,354,545,1120,516,"794,364","450,838","147,661","1,402,681",57%,32%,11%
285,8/31/20,0.74%,0.96%,2.53%,1.00%,351,525,1066,500,"814,794","468,210","151,585","1,445,108",56%,32%,10%
286,9/30/20,-1.33%,-0.92%,0.36%,-1.04%,396,571,1025,539,"801,451","476,935","150,814","1,438,894",56%,33%,10%
287,10/31/20,0.47%,0.48%,0.30%,0.46%,384,567,1021,527,"802,043","470,956","152,157","1,434,906",56%,33%,11%
288,11/30/20,3.50%,3.41%,6.69%,3.97%,307,465,827,428,"827,313","486,063","164,174","1,487,207",56%,33%,11%
289,12/31/20,1.51%,1.71%,3.80%,1.92%,278,414,702,380,"852,154","499,889","169,593","1,532,695",56%,33%,11%
290,1/31/21,0.02%,0.22%,1.58%,0.32%,280,425,648,378,"844,847","502,288","175,856","1,529,536",55%,33%,11%
291,2/28/21,-0.07%,0.42%,1.42%,0.33%,258,397,614,353,"838,047","518,868","180,146","1,542,946",54%,34%,12%
292,3/31/21,-0.24%,0.53%,1.07%,0.16%,245,371,587,331,"839,837","521,825","174,645","1,541,403",54%,34%,11%
293,4/30/21,1.09%,0.98%,1.27%,1.09%,237,364,582,323,"866,639","539,840","176,713","1,587,768",55%,34%,11%
294,5/31/21,0.26%,0.22%,0.62%,0.27%,242,376,576,330,"876,333","541,795","178,404","1,600,645",55%,34%,11%
295,6/30/21,1.38%,0.94%,1.79%,1.36%,220,350,526,300,"902,040","542,162","178,495","1,627,051",55%,33%,11%
296,7/31/21,0.71%,-0.02%,-0.22%,0.36%,235,386,582,327,"900,804","538,888","173,369","1,617,685",56%,33%,11%
297,8/31/21,0.55%,0.49%,0.56%,0.55%,222,371,591,315,"903,808","543,290","173,307","1,624,616",56%,33%,11%
298,9/30/21,-0.18%,0.22%,0.63%,0.03%,219,363,580,309,"900,148","548,213","165,945","1,618,684",56%,34%,10%
299,10/31/21,-0.21%,-0.15%,-0.16%,-0.18%,220,364,574,310,"881,924","560,801","164,386","1,610,867",55%,35%,10%
300,11/30/21,-0.98%,-1.03%,-1.31%,-1.04%,266,414,639,361,"855,543","558,119","162,553","1,579,808",54%,35%,10%
301,12/31/21,1.81%,2.03%,1.96%,1.92%,214,350,588,302,"870,216","566,918","158,452","1,597,999",54%,35%,10%
302,1/31/22,-3.22%,-2.18%,-1.84%,-2.74%,269,394,633,355,"819,863","555,885","155,752","1,533,831",53%,36%,10%
303,2/28/22,-0.99%,-0.79%,-1.01%,-0.91%,278,410,658,369,"804,212","551,680","151,808","1,510,450",53%,37%,10%
304,3/31/22,-1.12%,-0.54%,-0.98%,-0.91%,238,372,610,333,"761,673","533,244","153,046","1,450,576",53%,37%,11%
305,4/30/22,-3.66%,-3.36%,-4.04%,-3.64%,285,418,708,387,"721,078","513,884","139,989","1,378,719",52%,37%,10%
306,5/31/22,1.50%,-0.51%,-2.93%,0.29%,275,465,811,408,"708,730","498,732","138,175","1,348,296",53%,37%,10%
307,6/30/22,-6.58%,-7.04%,-7.18%,-6.80%,420,650,1012,571,"664,283","452,806","130,772","1,250,091",53%,36%,10%
308,7/31/22,6.24%,6.05%,4.83%,6.03%,321,535,919,467,"688,909","471,767","134,532","1,297,682",53%,36%,10%
309,8/31/22,-2.99%,-2.36%,-0.01%,-2.42%,347,525,963,484,"663,640","457,803","131,856","1,255,348",53%,36%,11%
310,9/30/22,-3.77%,-4.02%,-5.04%,-4.00%,367,570,1026,523,"626,581","438,926","118,703","1,191,844",53%,37%,10%
311,10/31/22,2.68%,3.39%,1.88%,2.88%,296,480,1017,446,"617,628","453,054","122,079","1,194,436",52%,38%,10%
312,11/30/22,2.09%,1.99%,0.67%,1.92%,299,476,1049,450,"616,526","469,753","121,705","1,210,151",51%,39%,10%
313,12/31/22,-0.47%,-1.10%,-0.69%,-0.75%,309,512,1096,477,"607,626","458,622","124,549","1,193,237",51%,38%,10%
314,1/31/23,3.31%,3.96%,5.99%,3.88%,281,452,976,426,"626,523","482,989","127,435","1,239,123",51%,39%,10%
315,2/28/23,-1.80%,-1.01%,0.22%,-1.30%,283,434,919,418,"612,360","483,218","125,853","1,224,017",50%,39%,10%
316,3/31/23,1.84%,0.92%,-1.18%,1.11%,289,487,1001,453,"613,618","485,845","116,295","1,225,784",50%,40%,9%
317,4/30/23,0.74%,1.06%,2.02%,0.97%,293,476,947,449,"613,355","480,871","122,012","1,226,153",50%,39%,10%
318,5/31/23,-1.11%,-0.86%,-1.10%,-0.97%,310,492,983,467,"591,870","471,536","119,834","1,193,328",50%,40%,10%
319,6/30/23,1.17%,1.63%,3.30%,1.62%,264,425,868,404,"600,621","477,005","122,644","1,210,761",50%,39%,10%
320,7/31/23,1.15%,1.45%,2.23%,1.43%,245,396,830,377,"613,260","468,482","127,724","1,219,476",50%,38%,10%
321,8/31/23,-0.02%,0.48%,1.05%,0.30%,256,398,824,381,"600,752","474,702","126,021","1,210,935",50%,39%,10%
