Label,Date,JUC1MTR,JUC2MTR,JCCCMTR,JUC0MTR,JUC1OAS,JUC2OAS,JCCCOAS,JUC0OAS,JUC1MV,JUC2MV,JCCCMV,JUC0MV,JUC1MV%,JUC2MV%,JCCCMV%
238,9/30/16,0.00312,0.00655,0.01688,0.00651,324,496,1052,487,672185,484546,145669,1313785,0.511640235,0.368816809,0.110877275
239,10/31/16,0.00208,0.00158,0.01343,0.003,319,497,1026,483,670870,482960,144453,1309795,0.512194763,0.368729411,0.110287056
240,11/30/16,-0.00895,-0.00026,0.00726,-0.00396,298,456,977,457,651011,461257,164000,1285962,0.506244463,0.358686695,0.127531031
241,12/31/16,0.01417,0.0197,0.03809,0.01952,271,409,862,414,642707,480626,169115,1303768,0.492961078,0.368643415,0.129712593
242,1/31/17,0.01026,0.01282,0.02277,0.01343,264,390,784,393,629945,479238,171372,1290419,0.488171133,0.371381543,0.132803013
243,2/28/17,0.01098,0.01465,0.02316,0.01562,250,364,720,366,643037,488206,178218,1319613,0.487291986,0.36996129,0.135053337
244,3/31/17,-0.0012,-0.00168,-0.00663,-0.00213,255,386,773,385,632368,489037,176613,1308263,0.483364617,0.373805945,0.134998439
245,4/30/17,0.0131,0.01101,0.01002,0.01134,240,373,756,373,629852,492960,176255,1308895,0.481208708,0.376623243,0.134659717
246,5/31/17,0.00841,0.00737,0.00958,0.00902,238,369,737,367,626568,500916,174266,1311759,0.477655141,0.381865875,0.132848948
247,6/30/17,0.00416,-0.00173,-0.00643,0.00104,233,378,771,367,620648,500175,163834,1291489,0.48056792,0.387285645,0.126856343
248,7/31/17,0.0102,0.01157,0.01819,0.01158,221,355,725,352,620921,496776,167823,1294569,0.479635004,0.383738042,0.129636015
249,8/31/17,0.00266,-0.00106,-0.00947,-0.00021,237,382,778,377,622631,493766,167328,1292993,0.481542499,0.381878536,0.129411523
250,9/30/17,0.00793,0.00778,0.01694,0.00899,211,357,753,350,627857,491699,165872,1294714,0.484938902,0.379773941,0.128114527
251,10/31/17,0.0037,0.00654,0.0044,0.00382,207,342,756,346,619403,499535,165352,1293189,0.478973462,0.386281685,0.127864068
252,11/30/17,-0.00067,-0.00432,-0.00145,-0.00278,208,366,749,357,613563,506949,160039,1290302,0.475518811,0.392891901,0.12403233
253,12/31/17,0.0008,0.0038,0.00543,0.00288,218,368,735,359,618427,508884,164402,1301369,0.475212419,0.391037649,0.126330183
254,1/31/18,0.00108,0.00823,0.02152,0.00638,196,336,664,325,625092,512496,161640,1307346,0.47813842,0.392012551,0.123640159
255,2/28/18,-0.01162,-0.0073,-0.00874,-0.00944,219,347,678,342,610813,503858,162511,1284678,0.475459665,0.392205755,0.126499459
256,3/31/18,-0.0061,-0.00488,-0.0093,-0.00627,245,390,710,370,583211,526707,136908,1252871,0.465499243,0.420399953,0.109275753
257,4/30/18,0.0022,0.00808,0.00783,0.00664,228,368,671,344,577772,537286,136430,1256822,0.459708284,0.427495599,0.10855155
258,5/31/18,-0.00358,0.00147,0.00323,-0.00015,254,386,693,361,583279,526270,131597,1246316,0.468002773,0.422260599,0.105588858
259,6/30/18,0.00018,0.00467,0.01275,0.00353,260,385,674,368,577274,517926,138093,1241633,0.464931267,0.41713278,0.111218488
260,7/31/18,0.01104,0.00974,0.01418,0.01121,233,366,621,344,575297,512275,142918,1239588,0.464103129,0.413262231,0.115294939
261,8/31/18,0.00896,0.00628,0.00282,0.00718,231,372,627,347,571804,518325,142865,1242959,0.460034767,0.417009185,0.114939841
262,9/30/18,0.00298,0.00696,0.00977,0.00581,214,349,604,325,573387,510553,143207,1236880,0.463575743,0.412774957,0.115780519
263,10/31/18,-0.01386,-0.016,-0.02475,-0.01638,254,409,713,378,573958,493945,132337,1209342,0.47460392,0.408441126,0.109428676
264,11/30/18,-0.00285,-0.0091,-0.03294,-0.00889,282,462,835,427,559879,482927,126333,1177514,0.475475586,0.410124198,0.107287573
265,12/31/18,-0.01398,-0.02482,-0.03921,-0.02187,363,578,1021,530,553441,465207,121772,1147332,0.482371976,0.405468428,0.106134657
266,1/31/19,0.04286,0.04588,0.05407,0.04593,276,476,865,433,562669,478451,124237,1173555,0.47945685,0.407693429,0.10586417
267,2/28/19,0.01627,0.01701,0.01577,0.01685,239,429,797,388,578137,480621,125049,1192528,0.484799745,0.403026629,0.104860473
268,3/31/19,0.01299,0.00924,0.00174,0.0098,245,437,824,402,569311,483858,128482,1190393,0.478254337,0.406468953,0.107932274
269,4/30/19,0.01087,0.01552,0.02239,0.01401,228,409,721,371,566821,488289,127806,1192923,0.475153444,0.409321188,0.107137099
270,5/31/19,-0.00731,-0.01577,-0.02762,-0.01275,295,506,856,456,572508,477047,118383,1180498,0.484971429,0.4041063,0.100282015
271,6/30/19,0.02806,0.02361,0.01441,0.0246,244,437,846,405,590681,476137,123876,1203220,0.490916724,0.395718573,0.102953352
272,7/31/19,0.00597,0.0048,0.00151,0.00508,235,428,853,392,586715,479812,125332,1198793,0.489421693,0.400245808,0.10454807
273,8/31/19,0.01157,0.00158,-0.01757,0.00405,240,454,959,410,595639,477275,122046,1201138,0.495895495,0.39735245,0.101608965
274,9/30/19,0.00281,0.00469,0.00094,0.00312,233,419,987,399,593344,467841,132167,1200530,0.494235083,0.3896955,0.11009088
275,10/31/19,0.00539,0.0003,-0.00574,0.00236,239,441,1020,412,586614,467429,129611,1189595,0.49312053,0.392931485,0.108953458
276,11/30/19,0.00549,0.00695,-0.01186,0.00265,221,417,1040,399,597300,470243,129939,1203758,0.496196447,0.390646035,0.107944211
277,12/31/19,0.01266,0.02145,0.05091,0.02075,202,359,913,358,603777,483745,136390,1232468,0.489892565,0.392501032,0.110664146
278,1/31/20,0.00357,-0.00208,-0.00063,0.00008,241,408,939,401,606827,476894,137145,1228289,0.49404204,0.388259085,0.111655418
279,2/29/20,-0.01435,-0.01798,-0.03005,-0.01543,337,545,1056,505,636802,466762,131482,1244412,0.511729244,0.375086473,0.105657677
280,3/31/20,-0.09478,-0.12974,-0.19117,-0.11719,651,981,1584,873,565578,399643,95214,1075930,0.52566478,0.371440195,0.088494659
281,4/30/20,0.048,0.03343,0.01046,0.03801,534,808,1571,760,674681,400301,118089,1207342,0.558814623,0.331555744,0.097808971
282,5/31/20,0.03772,0.05581,0.07042,0.0454,464,668,1366,651,709556,424427,135767,1280981,0.553915755,0.331329969,0.105986961
283,6/30/20,0.00826,0.00213,0.02869,0.00926,466,670,1259,642,753754,430235,143346,1338601,0.563090866,0.321406695,0.107086289
284,7/31/20,0.04856,0.04537,0.0426,0.0475,354,545,1120,516,794364,450838,147661,1402681,0.566318569,0.321411519,0.10527033
285,8/31/20,0.00743,0.00961,0.02532,0.01003,351,525,1066,500,814794,468210,151585,1445108,0.563828958,0.323996362,0.104895566
286,9/30/20,-0.01331,-0.0092,0.00363,-0.01035,396,571,1025,539,801451,476935,150814,1438894,0.556991043,0.331459173,0.10481274
287,10/31/20,0.00473,0.00478,0.003,0.00456,384,567,1021,527,802043,470956,152157,1434906,0.558951907,0.328213708,0.106039552
288,11/30/20,0.03499,0.03406,0.06686,0.03971,307,465,827,428,827313,486063,164174,1487207,0.556286525,0.326829157,0.110390926
289,12/31/20,0.01505,0.01709,0.03802,0.01915,278,414,702,380,852154,499889,169593,1532695,0.555983925,0.32615033,0.110649932
290,1/31/21,0.00022,0.00217,0.01577,0.00319,280,425,648,378,844847,502288,175856,1529536,0.552354915,0.328392066,0.11497314
291,2/28/21,-0.00066,0.00422,0.01415,0.00331,258,397,614,353,838047,518868,180146,1542946,0.543147287,0.336283979,0.116754487
292,3/31/21,-0.00241,0.00526,0.01065,0.00163,245,371,587,331,839837,521825,174645,1541403,0.544852281,0.338539146,0.113302414
293,4/30/21,0.01088,0.00977,0.01273,0.01092,237,364,582,323,866639,539840,176713,1587768,0.545822352,0.339999068,0.111296666
294,5/31/21,0.00261,0.00218,0.0062,0.00272,242,376,576,330,876333,541795,178404,1600645,0.547487376,0.338485193,0.111457504
295,6/30/21,0.0138,0.00942,0.01786,0.01359,220,350,526,300,902040,542162,178495,1627051,0.554401818,0.333217502,0.109704366
296,7/31/21,0.00708,-0.00023,-0.00221,0.00363,235,386,582,327,900804,538888,173369,1617685,0.556847324,0.333123068,0.10717084
297,8/31/21,0.00554,0.00487,0.00557,0.00552,222,371,591,315,903808,543290,173307,1624616,0.556321277,0.334411603,0.106675967
298,9/30/21,-0.00178,0.00221,0.00626,0.00027,219,363,580,309,900148,548213,165945,1618684,0.556099072,0.338678153,0.102518264
299,10/31/21,-0.00214,-0.00149,-0.00157,-0.00179,220,364,574,310,881924,560801,164386,1610867,0.547484246,0.348136434,0.102048316
300,11/30/21,-0.00975,-0.01028,-0.01309,-0.01039,266,414,639,361,855543,558119,162553,1579808,0.541548871,0.3532826,0.102894227
301,12/31/21,0.01805,0.0203,0.01963,0.01921,214,350,588,302,870216,566918,158452,1597999,0.544566009,0.354767221,0.099156717
302,1/31/22,-0.03217,-0.02175,-0.01839,-0.02742,269,394,633,355,819863,555885,155752,1533831,0.53451948,0.362416088,0.1015445
303,2/28/22,-0.00993,-0.00786,-0.01006,-0.00909,278,410,658,369,804212,551680,151808,1510450,0.532432349,0.365242463,0.100504908
304,3/31/22,-0.01119,-0.0054,-0.00982,-0.00913,238,372,610,333,761673,533244,153046,1450576,0.525083325,0.367608621,0.105506757
305,4/30/22,-0.03657,-0.03364,-0.0404,-0.0364,285,418,708,387,721078,513884,139989,1378719,0.523005301,0.37272537,0.101535288
306,5/31/22,0.01495,-0.00514,-0.02933,0.00293,275,465,811,408,708730,498732,138175,1348296,0.525648661,0.369897935,0.102480865
307,6/30/22,-0.06579,-0.07043,-0.07181,-0.06797,420,650,1012,571,664283,452806,130772,1250091,0.531387565,0.362218055,0.104610172
308,7/31/22,0.06238,0.06054,0.04828,0.06031,321,535,919,467,688909,471767,134532,1297682,0.530877101,0.363546092,0.103670993
309,8/31/22,-0.02987,-0.02357,-0.00007,-0.0242,347,525,963,484,663640,457803,131856,1255348,0.528650339,0.36468179,0.105035802
310,9/30/22,-0.03771,-0.04022,-0.05041,-0.04004,367,570,1026,523,626581,438926,118703,1191844,0.525724487,0.368274842,0.09959642
311,10/31/22,0.02684,0.03392,0.0188,0.02879,296,480,1017,446,617628,453054,122079,1194436,0.517087434,0.379303924,0.102206194
312,11/30/22,0.02087,0.01987,0.00667,0.01919,299,476,1049,450,616526,469753,121705,1210151,0.509462194,0.388176882,0.100570372
313,12/31/22,-0.00472,-0.011,-0.00691,-0.00752,309,512,1096,477,607626,458622,124549,1193237,0.50922499,0.384350754,0.104378996
314,1/31/23,0.03312,0.03955,0.05987,0.03881,281,452,976,426,626523,482989,127435,1239123,0.505618196,0.389782991,0.102843214
315,2/28/23,-0.01795,-0.0101,0.00224,-0.01296,283,434,919,418,612360,483218,125853,1224017,0.500286878,0.394780399,0.102819579
316,3/31/23,0.0184,0.00922,-0.01183,0.01111,289,487,1001,453,613618,485845,116295,1225784,0.500592115,0.396354759,0.094874075
317,4/30/23,0.00739,0.01061,0.02023,0.00965,293,476,947,449,613355,480871,122012,1226153,0.500227309,0.39217868,0.099507566
318,5/31/23,-0.01113,-0.0086,-0.01103,-0.00966,310,492,983,467,591870,471536,119834,1193328,0.495982454,0.395143921,0.100419713
319,6/30/23,0.01165,0.01634,0.03302,0.0162,264,425,868,404,600621,477005,122644,1210761,0.496069157,0.393970952,0.101294968
320,7/31/23,0.01147,0.01454,0.02231,0.01432,245,396,830,377,613260,468482,127724,1219476,0.50288817,0.384166804,0.104736816
321,8/31/23,-0.00018,0.0048,0.01045,0.00303,256,398,824,381,600752,474702,126021,1210935,0.496105571,0.392012713,0.104069354
